preference_name,method,method_family,hyperparameter_id,hyperparameters_json,p_helpfulness,p_correctness,p_coherence,p_complexity,p_verbosity,lambda_helpfulness,lambda_correctness,lambda_coherence,lambda_complexity,lambda_verbosity,l1_distance_to_p,l2_distance_to_p,prompt_id,prompt_category,prompt,generated_response,helpfulness_proxy,correctness_proxy,coherence_proxy,complexity_proxy,verbosity_proxy,response_length,empty_response,utility,runtime_seconds,peak_memory_mb,solver_iterations,solver_success
balanced,direct_preference,baseline,default,{},0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,hs2-028,explanation_quality,"Human: Explain the difference between being busy and being productive.

Assistant:",""""" ""​​​​​​​​​​​-–––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––",0.0,0.35,0.0,0.0,0.0,0,True,0.07,0.0001520660,0.0008840561,0.0000000000,True
balanced,direct_preference,baseline,default,{},0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,hs2-029,practical_advice,"Human: I have trouble starting tasks. What is one practical first step I can take today?

Assistant:",""""" ""-- ""​-​ ""​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​",0.0,0.35,0.0,0.0,0.0,0,True,0.07,0.0001520660,0.0008840561,0.0000000000,True
balanced,direct_preference,baseline,default,{},0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,hs2-030,practical_advice,"Human: How can I prepare for a difficult conversation in a respectful way?

Assistant:","​​---- "" "" ""​​​​​​​​–​:​​​–​:​:​​:​​​​​:​​–​:​​​-​-​-​-transtrans-trans-trans-trans-trans-trans-trans-trans-trans-trans-trans-trans-trans-trans",0.2225,0.355,0.305,0.8,0.008333,1,False,0.338167,0.0001520660,0.0008840561,0.0000000000,True
balanced,direct_preference,baseline,default,{},0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,hs2-031,practical_advice,"Human: What can I do if my workspace makes it hard to focus?

Assistant:","""--–------- ""-–--––---------–------------------------------------4-5-5-5-5-5-5-5",0.2225,0.355,0.305,0.8,0.008333,1,False,0.338167,0.0001520660,0.0008840561,0.0000000000,True
balanced,direct_preference,baseline,default,{},0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,hs2-032,practical_advice,"Human: How can I review my progress at the end of the week?

Assistant:","​​​​​​​----------------------------------------------------------
--------------",0.0,0.35,0.0,0.0,0.0,0,True,0.07,0.0001520660,0.0008840561,0.0000000000,True
balanced,uniform,baseline,default,{},0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,hs2-001,helpfulness,"Human: What is a good way to stay motivated when working on a long project?

Assistant:",""" ""- "" "" ""--- "" ""--–​-​–​–​–​–​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-",0.0,0.35,0.0,0.0,0.0,0,True,0.07,0.0000238710,0.0002746582,0.0000000000,True
balanced,uniform,baseline,default,{},0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,hs2-002,helpfulness,"Human: I feel overwhelmed by a large task. How can I break it into manageable steps?

Assistant:","​--------------------------------------------------------------
-o-
bie-
bie-
bietrad choice system",0.335,0.38,0.0,0.247222,0.05,6,False,0.202444,0.0000238710,0.0002746582,0.0000000000,True
balanced,uniform,baseline,default,{},0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,hs2-003,helpfulness,"Human: How can I make a daily study plan that I can actually follow?

Assistant:","""​-- ""​-​-–​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-",0.0,0.35,0.0,0.0,0.0,0,True,0.07,0.0000238710,0.0002746582,0.0000000000,True
balanced,uniform,baseline,default,{},0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,hs2-004,helpfulness,"Human: What should I do if I keep procrastinating on an important assignment?

Assistant:","""​--–-"":"" ""​​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-",0.0,0.35,0.0,0.0,0.0,0,True,0.07,0.0000238710,0.0002746582,0.0000000000,True
balanced,uniform,baseline,default,{},0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,hs2-005,correctness,"Human: Explain why water expands when it freezes.

Assistant:",​​​​​​​​​​​-–----–--------------------------------------------------------------,0.0,0.35,0.0,0.0,0.0,0,True,0.07,0.0000238710,0.0002746582,0.0000000000,True
balanced,uniform,baseline,default,{},0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,hs2-006,correctness,"Human: What is the difference between correlation and causation?

Assistant:","-​​​​​-​-––--–-–-–-–-–--–-–--–-–-–-–-–-–-–-–---––-::
​​​​​-​-​-*-*-*-*-*-*-VVVVVV",0.2225,0.355,0.305,0.441667,0.008333,1,False,0.2665,0.0000238710,0.0002746582,0.0000000000,True
balanced,uniform,baseline,default,{},0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,hs2-007,correctness,"Human: If a train travels 60 kilometers in 1.5 hours, what is its average speed?

Assistant:","​​​--------–----–-::-::-::-::-::-::-::-::-::::-::-::-::-::-::
: """"o​​​​​​​​:
​​​​: ""​""*******-*-",0.2225,0.355,0.305,0.15,0.008333,1,False,0.208167,0.0000238710,0.0002746582,0.0000000000,True
balanced,uniform,baseline,default,{},0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,hs2-008,correctness,"Human: Why do seasons occur on Earth?

Assistant:","""​​​​​​​​​–​–​–​–​:​​​​–​-​-::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::",0.0,0.35,0.0,0.0,0.0,0,True,0.07,0.0000238710,0.0002746582,0.0000000000,True
balanced,uniform,baseline,default,{},0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,hs2-009,coherence,"Human: Write a short paragraph explaining how to prepare for an exam, with a clear beginning, middle, and end.

Assistant:","​​​​​​​​--""-- ""-– (-*): ""*""*–"" Complex:2-trans-trans-bet-tracked-data-trans-tracked-data-transtracked-data-tracked-data-tracked-data-tracked-data-tracked-data-traded-data-tr",0.245,0.36,0.31,0.8,0.016667,2,False,0.346333,0.0000238710,0.0002746582,0.0000000000,True
balanced,uniform,baseline,default,{},0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,hs2-010,coherence,"Human: Explain the benefits of taking breaks while studying in a logically ordered way.

Assistant:","""-------–-–---–---–------4-10-10-5-10-10-10-
0
0:0:0:0-4-4-5 Tracked:0:0


1-:0:0:4-4-5 Tracked
-",0.515,0.42,0.02,0.335714,0.116667,14,False,0.281476,0.0000238710,0.0002746582,0.0000000000,True
balanced,uniform,baseline,default,{},0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,hs2-011,coherence,"Human: Summarize how someone can improve their sleep habits in one well-structured answer.

Assistant:","​​​​-""--""b: ""*–""–""–""–""–""–"" Complex Trb4 (a)-trad Gash-1140S-4S-4S-4S4S4L10
b5-string translation functions (C)-regliblib lib lib lib lib lib lib lib lib lib lib lib",0.65,0.45,0.05,0.752273,0.183333,22,False,0.417121,0.0000238710,0.0002746582,0.0000000000,True
balanced,uniform,baseline,default,{},0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,hs2-012,coherence,"Human: Give a clear answer about how to handle a disagreement with a friend.

Assistant:","​​​​​-"" "" "" "" "" "" "" ""​ ""​​ ""​​–​-​-​-​-​-​-​-​-​-transactions-transmitt-btrad-trad-trad-trad-trad-trad-trad-trad-trad-trad-trad",0.2225,0.355,0.305,0.8,0.008333,1,False,0.338167,0.0000238710,0.0002746582,0.0000000000,True
balanced,uniform,baseline,default,{},0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,hs2-013,complexity,"Human: Explain the trade-off between studying more topics briefly and studying fewer topics deeply.

Assistant:","​""​​​​​​​​​-–---------------------------------------------------------
--------",0.0,0.35,0.0,0.0,0.0,0,True,0.07,0.0000238710,0.0002746582,0.0000000000,True
balanced,uniform,baseline,default,{},0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,hs2-014,complexity,"Human: Compare two ways to learn a new skill: practicing alone and practicing with feedback.

Assistant:","-- ""​ ""​"" ""​"" ""​"" ""​"" ""​"" ""​"" ""​"" (​"" ""​"" (​)"" (​-VVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV",0.2225,0.355,0.305,0.8,0.008333,1,False,0.338167,0.0000238710,0.0002746582,0.0000000000,True
balanced,uniform,baseline,default,{},0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,hs2-015,complexity,"Human: Why can a decision that is good in the short term be harmful in the long term?

Assistant:",""" "" ""​​​​​​​​​–""​​​​–​""​*​*​*​*-*-*-*-*-transtranstranstransference-transference-transference-transtransference-transference-transcept-transference-transference-transcept-transceptling-transceptling-transceptling",0.2225,0.355,0.305,0.8,0.008333,1,False,0.338167,0.0000238710,0.0002746582,0.0000000000,True
balanced,uniform,baseline,default,{},0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,hs2-016,complexity,"Human: Explain why teamwork can be both helpful and difficult.

Assistant:",​​​-----------------------------------------------------------------------------,0.0,0.35,0.0,0.0,0.0,0,True,0.07,0.0000238710,0.0002746582,0.0000000000,True
balanced,uniform,baseline,default,{},0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,hs2-017,verbosity,"Human: Give a concise answer: how can I remember information better?

Assistant:","​​​​​-​-​-–-––-: ""��:-::-::-::-::-::--::-::-*-::-::-::-::-::-::-::-::-::-::
- ""�""*""*""*""
-
-""
-Transference-operator",0.2225,0.355,0.305,0.8,0.008333,1,False,0.338167,0.0000238710,0.0002746582,0.0000000000,True
balanced,uniform,baseline,default,{},0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,hs2-018,verbosity,"Human: Give a detailed explanation of how to build a useful morning routine.

Assistant:","​​​​--------------------------------------------------------------------------
-",0.0,0.35,0.0,0.0,0.0,0,True,0.07,0.0000238710,0.0002746582,0.0000000000,True
balanced,uniform,baseline,default,{},0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,hs2-019,verbosity,"Human: Answer in three short bullet points: how can I reduce distractions while working?

Assistant:",0-------------------------------------------------------------------------------,0.2225,0.355,0.305,0.15,0.008333,1,False,0.208167,0.0000238710,0.0002746582,0.0000000000,True
balanced,uniform,baseline,default,{},0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,hs2-020,verbosity,"Human: Explain the idea of active recall in enough detail for a beginner.

Assistant:","​​​​​​------------------------------------------------------------
-------------",0.0,0.35,0.0,0.0,0.0,0,True,0.07,0.0000238710,0.0002746582,0.0000000000,True
balanced,uniform,baseline,default,{},0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,hs2-021,general_reasoning,"Human: A student has two hours to study three topics. How should they decide what to study first?

Assistant:","""​​​​​​​------------------------------------------------------------------------",0.0,0.35,0.0,0.0,0.0,0,True,0.07,0.0000238710,0.0002746582,0.0000000000,True
balanced,uniform,baseline,default,{},0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,hs2-022,general_reasoning,"Human: If someone receives conflicting advice from two friends, how can they decide what to do?

Assistant:","""- ""​ ""​​​​​​​​​-​-​-–––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––",0.0,0.35,0.0,0.0,0.0,0,True,0.07,0.0000238710,0.0002746582,0.0000000000,True
balanced,uniform,baseline,default,{},0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,hs2-023,general_reasoning,"Human: What are some possible reasons a plan might fail even if the idea is good?

Assistant:","​--- "" "" "" "" "" "" "" "" ""- ""-- ""​– ""​ ""​​​–​–​​–​–​–​–​–​​–​-​-​-​-​-​-​-​-​-​-​-​-​-​-
-​-​-​-​",0.0,0.35,0.0,0.0,0.0,0,True,0.07,0.0000238710,0.0002746582,0.0000000000,True
balanced,uniform,baseline,default,{},0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,hs2-024,general_reasoning,"Human: How can I evaluate whether a habit is actually helping me?

Assistant:","​​​​-- ""​- ""​-​–​-​- ""​-​-​""–– ""​-​""​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-​-",0.0,0.35,0.0,0.0,0.0,0,True,0.07,0.0000238710,0.0002746582,0.0000000000,True
balanced,uniform,baseline,default,{},0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,hs2-025,explanation_quality,"Human: Explain the Pomodoro technique to someone who has never heard of it.

Assistant:","""-------------4:"" "" "" "" "" "" "" "" "" "" "" "" ""ш (Δ): "" "" ""​"" (ノ): ""​): ""​""4 (–):4- (–):Δ):ΔV):ΔVΔVΔVΔVΔV",0.4025,0.395,0.12625,0.308333,0.075,9,False,0.261417,0.0000238710,0.0002746582,0.0000000000,True
balanced,uniform,baseline,default,{},0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,hs2-026,explanation_quality,"Human: Explain why feedback can improve learning, using a simple example.

Assistant:","-- ""- ""- ""​​​​​​​–​–​–​–​–​–​–​–​–​–​–​–​–​–​​–​​–​​–​​​–​​​–​​​​​​​​​​​​​​​​​​​​​",0.0,0.35,0.0,0.0,0.0,0,True,0.07,0.0000238710,0.0002746582,0.0000000000,True
balanced,uniform,baseline,default,{},0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,hs2-027,explanation_quality,"Human: Explain what it means to set a realistic goal.

Assistant:","""​​​​​​​​​​-------------------------------------------------------
-------------",0.0,0.35,0.0,0.0,0.0,0,True,0.07,0.0000238710,0.0002746582,0.0000000000,True
